Participant,trialID,isPractice,ConditionBlockNum,TrialNum,LayoutType,Condition,TargetType,PairCount,SelfRotation,RotateDirection,DecoyAmount,CurrentDecoy,RotationAmount,Baseline,Testing,DecoyBaseline,DecoyTesting,BeginTime,EndTime,ResponsePos_X,ResponsePos_Z,AnsPos_X,AnsPos_Z,AnsName,ControllerPos_X,ControllerPos_Y,ControllerPoss_Z,BlueVirtual_X,BlueVirtual_Z,GreenVirtual_X,GreenVirtual_Z,BluePhysical_X,BluePhysical_Z,GreenPhysical_X,GreenPhysical_Z,Dotted_X,Dotted_Z,Striped_X,Striped_Z
P0,0,True,0,0,Pracitce,virtualRotate,virtualTarget,0,rotate,1,3,0,40,False,False,False,True,29,038780,34,064010,0,504776,0,973965,-1,022009,0,431955,Dotted Decoy Target,0,139414,0,752864,-0,197665,0,089104,1,031599,-0,867561,0,484561,0,089104,1,031599,-0,867561,0,484561,-1,022009,0,431955,-1,612326,1,769970
P0,0,True,0,0,Pracitce,virtualRotate,virtualTarget,1,rotate,1,3,0,40,False,False,False,True,34,064010,37,204170,0,866714,2,694618,-1,612326,1,769970,Stripes Decoy Target,0,128974,0,781532,-0,199783,0,089104,1,031599,-0,867561,0,484561,0,089104,1,031599,-0,867561,0,484561,-1,022009,0,431955,-1,612326,1,769970
P0,0,True,0,0,Pracitce,virtualRotate,virtualTarget,0,rotate,1,3,1,80,False,False,False,True,59,243360,60,410870,-1,148559,1,244127,-1,490677,0,776340,Dotted Decoy Target,-0,113727,0,792612,-0,235227,-0,941914,0,357006,-0,946497,-0,745009,-0,941914,0,357006,-0,946497,-0,745009,-1,490677,0,776340,-1,369369,1,820790
P0,0,True,0,0,Pracitce,virtualRotate,virtualTarget,1,rotate,1,3,1,80,False,False,False,True,60,410870,61,076680,-1,276842,1,824804,-1,369369,1,820790,Stripes Decoy Target,-0,105402,0,803093,-0,229732,-0,941914,0,357006,-0,946497,-0,745009,-0,941914,0,357006,-0,946497,-0,745009,-1,490677,0,776340,-1,369369,1,820790
P0,0,True,0,0,Pracitce,virtualRotate,virtualTarget,0,rotate,1,3,2,0,False,False,False,True,83,102740,83,769680,0,582675,1,699104,0,454694,1,717638,Stripes Decoy Target,0,121208,0,774714,-0,202154,-0,941914,0,357006,-0,946497,-0,745009,-0,941914,0,357006,-0,946497,-0,745009,1,074512,2,245774,0,454694,1,717
